display_name,claim,category,url,meta_description,features,vorteile,pdf_angebotsblatt
Kraftspannfutter TOPlus KOMBI AXFIX,Sechs Richtige,spannfutter > kraftspannfutter > kraftspannfutter-toplus,https://www.hainbuch.com/produkte/spannfutter/kraftspannfutter/kraftspannfutter-toplus/kombi-axfix/,Das Spannfutter TOPlus Kombi Axfix hat eine Werkstückspannung ohne Niederzugeffekt und ist für Innen- und Frontanschlag vorbereitet.,25 % höhere Haltekraft als SPANNTOP | einzigartige Steifigkeit durch großflächige Anlage der Spannsegmente | schmutzunempfindlich durch Spannkopfgeometrie | absorbiert Vibrationen | optimale Schmierung dank Schmiernuten in der Spannelementaufnahme | geringere Fliehkraftverluste gegenüber Backenfuttern,Werkstückspannung ohne Axialbewegung des Spannkopfs | Spannen von Werkstücken an einem kurzen Bund oder Absatz | geeignet für Abgreiffunktionen ohne Zugbewegung | vorbereitet für Innen- und Frontanschlag | bei Ausbau der Anschlagscheibe als vollwertiges Stangenfutter verwendbar,https://www.hainbuch.com/fileadmin/Mediendatenbank/Deutsch/Produkte/0_Premium-Angebotsblaetter/01_Spannfutter/Angebotsblatt-Spannfutter-TOPlus-Kombi-Axfix.pdf
Kraftspannfutter TOPlus KOMBI AXZUG,Sechs Richtige,spannfutter > kraftspannfutter > kraftspannfutter-toplus,https://www.hainbuch.com/produkte/spannfutter/kraftspannfutter/kraftspannfutter-toplus/kombi-axzug/,Futter mit demontierbarer Anschlagscheibe. Bei entfernter Anschlagscheibe ideal für die Bearbeitung von Rohren und Stangen.,25 % höhere Haltekraft als SPANNTOP | einzigartige Steifigkeit durch großflächige Anlage der Spannsegmente | schmutzunempfindlich durch Spannkopfgeometrie | absorbiert Vibrationen | optimale Schmierung dank Schmiernuten in der Spannelementaufnahme | geringere Fliehkraftverluste gegenüber Backenfuttern,Werkstückstabilisierung durch Axialzug gegen Werkstückanschlag | vorbereitet für Innen- und Frontanschlag | bei Ausbau der Anschlagscheibe als vollwertiges Stangenfutter verwendbar,https://www.hainbuch.com/fileadmin/Mediendatenbank/Deutsch/Produkte/0_Premium-Angebotsblaetter/01_Spannfutter/Angebotsblatt-Spannfutter-TOPlus-Kombi-Axzug.pdf
Kraftspannfutter TOPlus modular,Sechs Richtige,spannfutter > kraftspannfutter > kraftspannfutter-toplus,https://www.hainbuch.com/produkte/spannfutter/kraftspannfutter/kraftspannfutter-toplus/modular/,Das Spannfutter TOPlus Modular ist ein vollwertiges Stangenfutter. Mit ihm erreicht man höhere Drehzahlen und Schnittwerte bei der Stangenbearbeitung.,25 % höhere Haltekraft als SPANNTOP | einzigartige Steifigkeit durch großflächige Anlage der Spannsegmente | schmutzunempfindlich durch Spannkopfgeometrie | absorbiert Vibrationen | optimale Schmierung dank Schmiernuten in der Spannelementaufnahme | geringere Fliehkraftverluste gegenüber Backenfuttern,vollwertiges Stangenfutter | durch Zugspannung deutlich steifere Spannung als bei herkömmlichen Druckspannzangen | höhere Drehzahlen und Schnittwerte bei der Stangenbearbeitung,https://www.hainbuch.com/fileadmin/Mediendatenbank/Deutsch/Produkte/0_Premium-Angebotsblaetter/01_Spannfutter/Angebotsblatt-Spannfutter-TOPlus-Modular.pdf
Maschinenspezifische Spannfutter,"Standard oder maschinenspezifisch, welches Futter passt?",spannfutter > kraftspannfutter,https://www.hainbuch.com/produkte/spannfutter/kraftspannfutter/maschinenspezifische-spannfutter/,"In 90% aller Fälle werden Sie bei unseren Standardfuttern fündig. Falls nicht, gibt es noch die Möglichkeit eines Maschinenspezifisches Spannfutter.",,,
Sonder-Spannfutter,optimal auf Ihre Anforderungen abgestimmte Sonderlösung,spannfutter,https://www.hainbuch.com/produkte/spannfutter/sonder-spannfutter/,"Unsere Sonder-Spannfutter sind individuelle Lösungen, die Fertigungsprozesse optimieren, beschleunigen und optimal auf Ihre Anforderungen abgestimmt sind.",optimiert Prozesse in der Fertigung | neuartige Fertigungsmöglichkeiten durch modernste Spannmitteltechnologien,,
Dorn-Betätigungseinheit hs dock,MANDO und MAXXOS Segment-Spanndorne stationär einsetzen,stationaere-spannmittel > dorn-betaetigungseinheiten,https://www.hainbuch.com/produkte/stationaere-spannmittel/dorn-betaetigungseinheiten/hs-dock/,Der hs dock ist ideal für automatisiertes Spannen und beliebig kombinierbar für Mehrfachspannungen. Spanndorne auf BAZ einsetzbar.,Spanndorne auf BAZ einsetzbar | ms dock rotierend für Drehmaschinen ohne Spannzylinder | manuelle / hydraulische Dornbetätigung | ideal für 5-Seiten-Bearbeitung | Spannbereich Ø 8 – 200 mm,hydraulisch betätigt | ideal für automatisiertes Spannen | beliebig kombinierbar für Mehrfachspannung | Dorne auf BAZ einsetzbar,https://www.hainbuch.com/fileadmin/Mediendatenbank/Deutsch/Produkte/0_Premium-Angebotsblaetter/03_Stationaere-Spannmittel/Angebotsblatt-Stationaere-Spannmittel-hs-dock.pdf
Dorn-Betätigungseinheit ms dock,MANDO und MAXXOS Segment-Spanndorne stationär einsetzen,stationaere-spannmittel > dorn-betaetigungseinheiten,https://www.hainbuch.com/produkte/stationaere-spannmittel/dorn-betaetigungseinheiten/ms-dock/,Ms dock ist rotierend für Drehmaschinen ohne Spannzylinder. Die Dornbetätigung erfolgt manuell / hydraulisch. Spanndorne auf BAZ einsetzbar.,Spanndorne auf BAZ einsetzbar | ms dock rotierend für Drehmaschinen ohne Spannzylinder | manuelle / hydraulische Dornbetätigung | ideal für 5-Seiten-Bearbeitung | Spannbereich Ø 8 – 200 mm,Handbetätigung – kein Spannzylinder notwendig | feinfühliges Spannen von Hand möglich | Dorne auf BAZ einsetzbar,https://www.hainbuch.com/fileadmin/Mediendatenbank/Deutsch/Produkte/0_Premium-Angebotsblaetter/03_Stationaere-Spannmittel/Angebotsblatt-Stationaere-Spannmittel-ms-dock.pdf
4-Backen Zentrisch-spanner InoFlex VF,Zentrisch ausgleichende Spannmöglichkeiten,stationaere-spannmittel > spannstoecke,https://www.hainbuch.com/produkte/stationaere-spannmittel/spannstoecke/4-backen-zentrischspanner-inoflex-vf/,"Dank der 4-Backen-Spanntechnik, bei der die Backenpaare ausgleichend auf das Zentrum gehen, wird das Werkstück immer zentriert zur Mitte gespannt.",ideal für die Fräsrohteilbearbeitung OP10 | 4-Seitenspannung mit Ausgleich der gegenüberliegenden Backen und 2-Seitenspannung als Spannstock oder Zentrischspanner möglich | ideal zum Spannen von verformungsempfindlichen Werkstücken | für Innen- und Außenspannung | hohe Wiederhol- und Rundlaufgenauigkeiten,großer Hub und Ausgleichshub pro Backe | flache und kompakte Baugröße | einfache Handhabung | flexibel einsetzbar [4-Backen- und 2-Backen-Spannung],https://www.hainbuch.com/fileadmin/Mediendatenbank/Deutsch/Produkte/0_Premium-Angebotsblaetter/01_Spannfutter/Angebotsblatt-Spannfutter-InoFlex-VF.pdf
Hydraulischer Spannstock HYDROK,Überzeugend in der Leistung,stationaere-spannmittel > spannstoecke,https://www.hainbuch.com/produkte/stationaere-spannmittel/spannstoecke/hydraulischer-spannstock-hydrok/,Unser Spannstock ist umrüstbar auf Innen- oder Backenspannung [Baukasten-System] und es ist zusätzlich möglich mit Innen- oder Frontanschlag zu spannen.,"umrüstbar auf Innen- oder Backenspannung [HAINBUCH SYSTEM] | ideal für automatisiertes Spannen | Außenform rechteckig, somit geringer Platzbedarf | Mehrfachspannung auf kleinstem Raum möglich | ideal für 5-Seiten-Bearbeitung | Spannung mit Innen- oder Frontanschlag möglich",,https://www.hainbuch.com/fileadmin/Mediendatenbank/Deutsch/Produkte/0_Premium-Angebotsblaetter/03_Stationaere-Spannmittel/Stationaere-Spannmittel_HYDROK-RD-SE_Angebotsblatt.pdf
Manueller Spannstock MANOK plus CFK,Unwahrscheinlich vielseitig,stationaere-spannmittel > spannstoecke > manueller-spannstock-manok-plus,https://www.hainbuch.com/produkte/stationaere-spannmittel/spannstoecke/manueller-spannstock-manok-plus/manok-plus-cfk/,Das handbetätigte Leichtbauspannmittel aus Carbon eignet sich besonders gut für Fräsmaschinen und Bearbeitungszentren mit geringem Beladegewicht.,umrüstbar auf Innen- oder Backenspannung [HAINBUCH SYSTEM] | feinfühliges Spannen von Hand möglich | Werkstückstabilisierung durch Axialzug gegen Werkstückanschlag | ideal für 5-Seiten-Bearbeitung,über die Hälfte an Gewicht sparen | eignet sich besonders für Fräsmaschinen und Bearbeitungszentren mit geringem Beladegewicht | schont zusätzlich die Maschinenkomponenten | durch das geringe Gewicht macht diese Variante eine Beladung von Hand oder mit dem Handling System erst möglich,https://www.hainbuch.com/fileadmin/Mediendatenbank/Deutsch/Produkte/0_Premium-Angebotsblaetter/03_Stationaere-Spannmittel/Angebotsblatt-Stationaere-Spannmittel-MANOK-plus-CFK.pdf
Manueller Spannstock MANOK plus,Unwahrscheinlich vielseitig,stationaere-spannmittel > spannstoecke > manueller-spannstock-manok-plus,https://www.hainbuch.com/produkte/stationaere-spannmittel/spannstoecke/manueller-spannstock-manok-plus/manok-plus/,MANOK plus - seitlicher Aufbau auf optionaler Grundplatte möglich. Der Einsatz von Spannmittel-Adaptionen bietet erweiterte Spannmöglichkeiten.,umrüstbar auf Innen- oder Backenspannung [HAINBUCH SYSTEM] | auch als CFK Leichtbau erhältlich | feinfühliges Spannen von Hand möglich | Werkstückstabilisierung durch Axialzug gegen Werkstückanschlag | ideal für 5-Seiten-Bearbeitung,seitlicher Aufbau auf optionaler Grundplatte möglich | Einsatz von Spannmittel-Adaptionen im HAINBUCH SYSTEM | Erweiterung der Spannmöglichkeiten,https://www.hainbuch.com/fileadmin/Mediendatenbank/Deutsch/Produkte/0_Premium-Angebotsblaetter/03_Stationaere-Spannmittel/Angebotsblatt-Stationaere-Spannmittel-MANOK-plus.pdf
Manueller Spannstock MANOK,"Klein, aber oho",stationaere-spannmittel > spannstoecke,https://www.hainbuch.com/produkte/stationaere-spannmittel/spannstoecke/manueller-spannstock-manok/,Der manuelle Spannstock hat einen einfachen Aufbau und ist ideal für die 5-Seiten-Bearbeitung. Außerdem ist Spannung mit Innen- oder Frontanschlag möglich.,"einfachster Aufbau | feinfühliges Spannen von Hand möglich | ideal für 5-Seiten-Bearbeitung | Spannung mit Innen- oder Frontanschlag möglich | absolut vielseitig einsetzbar auf BAZ, Mess-, Stoß-, Räum-, Säulenbohr-, Laserbeschriftungsmaschinen usw. | Werkstückstabilisierung durch Axialzug gegen Werkstückanschlag",,https://www.hainbuch.com/fileadmin/Mediendatenbank/Deutsch/Produkte/0_Premium-Angebotsblaetter/03_Stationaere-Spannmittel/Angebotsblatt-Stationaere-Spannmittel-MANOK.pdf
Stationäre Sonder-Spannmittel,optimal auf Ihre Anforderungen abgestimmte Sonderlösung,stationaere-spannmittel,https://www.hainbuch.com/produkte/stationaere-spannmittel/stationaere-sonder-spannmittel/,"Unsere Sonder-Spannmittel sind individuelle Lösungen, die Fertigungsprozesse optimieren, beschleunigen und optimal auf Ihre Anforderungen abgestimmt sind.",optimiert Prozesse in der Fertigung | neuartige Fertigungsmöglichkeiten durch modernste Spannmittetechnologien | schnelle Rüstbarkeit bei Werkstücktypwechsel,,
Anschlagsysteme vario,vario quick,zubehoer,https://www.hainbuch.com/produkte/zubehoer/anschlagsysteme-vario/,Vario ist ein äußerst steifes und präzises Anschlagsystem. Mit den geschliffenen Maßscheiben lässt sich die Einfuttertiefe millimetergenau bestimmen.,Anschlagkonstruktion so gut wie überflüssig | weniger Zeitaufwand beim Einrichten | Mehrfachverwendung durch modularen Aufbau | vario flex | Prozesssicherheit durch automatischen Werkstückauswurf | Produktivitätssteigerung durch Taktzeiteinsparung | Flexibilität durch verschiedene Einsatzmöglichkeiten,standardisierte Werkstückanschläge | Anschlagtiefe in 1 mm-Schritten variabel und schnell einstellbar | Anschlagrohlinge erhältlich | rotierend und stationär einsetzbar | praktische Aufbewahrungsbox,https://www.hainbuch.com/fileadmin/Mediendatenbank/Deutsch/Produkte/0_Premium-Angebotsblaetter/10_Zubehoer/Angebotsblatt-Zubehoer-vario-flex.pdf
Pflege-Set,beim regelmäßigen Konservieren [Reinigen und Ölen] Ihrer Spannmittel ist die Funktionserhaltung so langfristig gewährleistet,zubehoer,https://www.hainbuch.com/produkte/zubehoer/pflege-set/,"Optimale Ergebnisse in puncto Genauigkeit erhalten Sie nur mit Spannmitteln, die in einem top Wartungszustand sind. Hier hilft Ihnen unser neues Pflege-Set.",Fettpresse zum Schmieren und Einfetten für eine hohe Spann- und Haltekraft | Mikrofasertuch zum Reinigen und Entfernen von Spänen | Schleifpad zum Entfernen von hartnäckigem Schmutz und Flugrost | Handschuhe zum Arbeitsschutz,,https://www.hainbuch.com/fileadmin/Mediendatenbank/Deutsch/Produkte/Zubehoer/Pflege-Set/Angebotsblatt-Zubehoer-Pflege-Set-A4-DE.pdf
Spannkopf-Adapter,kleinere Spannköpfe in größere Spannfutter [Baugröße,zubehoer,https://www.hainbuch.com/produkte/zubehoer/spannkopf-adapter/,"Anstatt große Spannköpfe mit kleinem Durchmesser zu kaufen, gibt es nun eine bessere Alternative: den Spannkopf-Adapter.","100, 125 und 160] einsetzbar | vorhandene Spannköpfe [Baugröße 65 und 100] nutzen | einfaches und schnelles Umrüsten","Kostenersparnis, da auch kleinere Spannköpfe einsetzbar | kleinere Spannköpfe sind lagerhaltig und somit schneller verfügbar | Abdeckung eines größeren Bereichs an Spanndurchmessern | Produktivitätssteigerung und Zeitersparnis durch schnellen Wechsel zwischen großen und kleinen Spanndurchmessern | flexible Fertigung, da einzelne Spannköpfe an mehreren Maschinen einsetzbar | Shop Spannkopf-Adapter",https://www.hainbuch.com/fileadmin/Mediendatenbank/Deutsch/Produkte/0_Premium-Angebotsblaetter/10_Zubehoer/Angebotsblatt-Zubehoer-Spannkopf-Adapter.pdf
Weiteres Zubehör,,zubehoer,https://www.hainbuch.com/produkte/zubehoer/weiteres-zubehoer/,"Bei »Zubehör im Überblick« findet man hilfreiches & schützendes Zübehör, welches HAINBUCH anbietet. Das passende Zubehör für ihr HAINBUCH System.",,,
